dataset,model,layer,heldout,seed,method,auroc,id_acc
goemotions,gemma,12,0,2,kNN,0.5105269709271727,0.11775445002282063
goemotions,gemma,12,0,2,LPE -var,0.5163686154101489,0.11775445002282063
goemotions,gemma,12,4,0,GPP neg-latent-var,0.4968582297789585,0.13935542442124377
goemotions,gemma,12,4,0,GPP -MI,0.4974976439603586,0.13935542442124377
goemotions,gemma,12,4,0,Maha,0.5129207748547782,0.13935542442124377
goemotions,gemma,12,4,0,MSP,0.48228880322403,0.13935542442124377
goemotions,gemma,12,4,0,kNN,0.496095541151775,0.13935542442124377
goemotions,gemma,12,4,0,LPE -var,0.5331285671822688,0.13935542442124377
goemotions,gemma,12,4,1,GPP neg-latent-var,0.4965218172727084,0.11665910122560146
goemotions,gemma,12,4,1,GPP -MI,0.4966508522066126,0.11665910122560146
goemotions,gemma,12,4,1,Maha,0.4924802588072103,0.11665910122560146
goemotions,gemma,12,4,1,MSP,0.5186467000467752,0.11665910122560146
goemotions,gemma,12,4,1,kNN,0.501300718217659,0.11665910122560146
goemotions,gemma,12,4,1,LPE -var,0.5193817383309792,0.11665910122560146
goemotions,gemma,12,4,2,GPP neg-latent-var,0.49763243938238355,0.11166591012256015
goemotions,gemma,12,4,2,GPP -MI,0.4956692650308417,0.11166591012256015
goemotions,gemma,12,4,2,Maha,0.5032062876879935,0.11166591012256015
goemotions,gemma,12,4,2,MSP,0.49406784933328113,0.11166591012256015
goemotions,gemma,12,4,2,kNN,0.4932729019726215,0.11166591012256015
goemotions,gemma,12,4,2,LPE -var,0.5297160540195535,0.11166591012256015
goemotions,gemma,12,2,0,GPP neg-latent-var,0.4626690182245738,0.11067019400352733
goemotions,gemma,12,2,0,GPP -MI,0.4662030356474801,0.11067019400352733
goemotions,gemma,12,2,0,Maha,0.545487948265726,0.11067019400352733
goemotions,gemma,12,2,0,MSP,0.4609621345732457,0.11067019400352733
goemotions,gemma,12,2,0,kNN,0.5329451926674149,0.11067019400352733
goemotions,gemma,12,2,0,LPE -var,0.5184149698038587,0.11067019400352733
goemotions,gemma,12,2,1,GPP neg-latent-var,0.46258551119662233,0.11992945326278659
goemotions,gemma,12,2,1,GPP -MI,0.46564019827908715,0.11992945326278659
goemotions,gemma,12,2,1,Maha,0.54684076211854,0.11992945326278659
